found_molecular_formula	found_inchi	found_pepmass	found_smiles	found_name	searched_smiles	searched_name	cosine_greedy_score
C19H17NO4	InChI=1S/C19H17NO4/c1-23-18-4-3-11-7-15-13-9-17(22)16(21)8-12(13)5-6-20(15)10-14(11)19(18)24-2/h3-4,7-10,22H,5-6H2,1-2H3	324.123034024	COc1ccc2c(c1OC)=CN1CCC3=CC(=O)C(O)=CC3=C1C=2	HVTCKKMWZDDWOY	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.94604796
C11H10O2	InChI=1S/C11H10O2/c1-13-10-7-3-5-8-4-2-6-9(12)11(8)10/h2-7,12H,1H3	175.07535556	COc1cccc2cccc(O)c12	NMLPABRPTHFKMQ	N/A	Janthielamide M+H	0.94593
C15H16O	InChI=1S/C15H16O/c1-10-3-4-12-5-6-13-7-8-16-15(13)9-14(12)11(10)2/h3-4,7-8H,5-6,9H2,1-2H3	213.127391132	Cc1ccc2c(c1C)Cc1occc1CC2	MNDUESJSVMCJBR	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9457727
C19H15NO4	InChI=1S/C19H15NO4/c1-22-17-12-8-9-20-15-13(12)14(18(23-2)19(17)24-3)10-6-4-5-7-11(10)16(15)21/h4-9H,1-3H3	322.10738396	COc1c(OC)c2c3c(nccc3c1OC)C(=O)c1ccccc1-2	WXGQWNXTPSGPIX	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.94573563
C19H17NO3	InChI=1S/C19H17NO3/c1-20-7-6-11-8-16-19(23-10-22-16)18-12-4-3-5-15(21-2)13(12)9-14(20)17(11)18/h3-5,8-9H,6-7,10H2,1-2H3	308.128119404	COc1cccc2c1cc1c3c(cc4c(c32)OCO4)CCN1C	WQXYOCWRQTXKCI	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9453534
C18H12O9	InChI=1S/C18H12O9/c19-7-1-8(20)3-10(2-7)25-16-12(23)6-13(24)17-18(16)27-15-11(22)4-9(21)5-14(15)26-17/h1-6,19-24H	373.05540796400004	Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1	PCZZRBGISTUIOA	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9450325
C19H17NO4	InChI=1S/C19H17NO4/c1-23-18-9-13-12(8-17(18)22)5-6-20-10-14-11(7-15(13)20)3-4-16(21)19(14)24-2/h3-4,7-10,21H,5-6H2,1-2H3	324.123034024	COC1=CC2=C3C=c4ccc(O)c(OC)c4=CN3CCC2=CC1=O	XXLNLCVMHJBPLJ	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.94457287
C20H12ClN3OS	InChI=1S/C20H12ClN3OS/c21-14-6-3-5-11-12-8-9-22-18(12)19(24-17(11)14)15-10-26-20(23-15)13-4-1-2-7-16(13)25/h1-10,22,25H	378.046236684	Oc1ccccc1-c1nc(-c2nc3c(Cl)cccc3c3cc[nH]c23)cs1	AMINWEWPBYIIHI	N/A	Malyngamide U/V/W M+H	0.9444925
C18H13NO5	InChI=1S/C18H13NO5/c1-22-11-6-4-10-15(20)14-13-9(7-8-19-14)3-5-12(23-2)18(13)24-17(10)16(11)21/h3-8,21H,1-2H3	324.08664851599997	COc1ccc2c(c1O)Oc1c(OC)ccc3ccnc(c13)C2=O	JBWYXHCUKXERPB	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9443886
C14H12O2	InChI=1S/C14H12O2/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16/h1-8,13-16H	213.09100562400002	OC1c2ccccc2-c2ccccc2C1O	MFXNBQWUTDDOKE	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.94435483
C21H18O5	InChI=1S/C21H18O5/c1-11-9-12-7-8-14(22)19-17(12)16(10-11)25-21(19)13-5-4-6-15(23-2)18(13)20(24-3)26-21/h4-10,20,22H,1-3H3/t20-,21?/m0/s1	351.12269967599997	COc1cccc2c1C(OC)OC21Oc2cc(C)cc3ccc(O)c1c23	CDINCUXIOCIGMM	N/A	Kalkitoxin_thioamide_alcohol M+H	0.944121
C20H21NO3	InChI=1S/C20H21NO3/c1-21-9-8-13-11-16(23-3)20(24-4)19-17(13)14(21)10-12-6-5-7-15(22-2)18(12)19/h5-7,10-11H,8-9H2,1-4H3	324.159419532	COc1cc2c3c(cc4cccc(OC)c4c3c1OC)N(C)CC2	GWANSGGBJLHALI	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9440542
C17H14O4	InChI=1S/C17H14O4/c18-14-8-6-12(10-16(14)20)4-2-1-3-5-13-7-9-15(19)17(21)11-13/h2,4,6-11,18-21H,1H2/b4-2-	283.096484928	Oc1ccc(C#CCC=Cc2ccc(O)c(O)c2)cc1O	JQPOMMNEABQHEU	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9440418
C23H17Cl2N3O4	InChI=1S/C23H17Cl2N3O4/c1-28-20(29)22(31-2)16-12-6-4-10(24)8-14(12)26-18(16)19-17(23(22,32-3)21(28)30)13-7-5-11(25)9-15(13)27-19/h4-9,26-27H,1-3H3	470.06688738400004	COC12C(=O)N(C)C(=O)C1(OC)c1c([nH]c3cc(Cl)ccc13)-c1[nH]c3cc(Cl)ccc3c12	BWXHBPKKPBUIRE	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#CBr)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	Jamaicamide A M+H	0.9434688
C14H17NO	InChI=1S/C14H17NO/c1-2-3-4-7-11-10-14(16)12-8-5-6-9-13(12)15-11/h5-6,8-10H,2-4,7H2,1H3,(H,15,16)	216.138290164	CCCCCc1cc(=O)c2ccccc2[nH]1	IASGNHXZHCRCBY	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.94336575
C11H14N2	InChI=1S/C11H14N2/c1-2-3-8-11-12-9-6-4-5-7-10(9)13-11/h4-7H,2-3,8H2,1H3,(H,12,13)	175.12297444799995	CCCCc1nc2ccccc2[nH]1	HITWHALOZBMLHY	N/A	Janthielamide M+H	0.9433655
C16H26O4	InChI=1S/C16H26O4/c1-13(2)5-9-10(6-13)14(3)7-15(14)12(19-4)20-8-16(15,18)11(9)17/h9-12,17-18H,5-8H2,1-4H3	283.190385312	COC1OCC2(O)C(O)C3CC(C)(C)CC3C3(C)CC132	DEBINYRQIQKNDF	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94312584
C17H14O4	InChI=1S/C17H14O4/c1-10(11-2-3-16(19)17(20)7-11)14-6-12(8-18)15-9-21-5-4-13(14)15/h2-10,19-20H,1H3	283.096484928	CC(c1ccc(O)c(O)c1)c1cc(C=O)c2coccc1-2	WRIIHRRDBWRTSQ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94310474
C16H10O5	InChI=1S/C16H10O5/c17-9-1-3-11-8(5-9)7-20-16-14(19)12-4-2-10(18)6-13(12)21-15(11)16/h1-6,17-18H,7H2	283.06009942	O=c1c2c(oc3cc(O)ccc13)-c1ccc(O)cc1CO2	ORZZTJYAFCTEMZ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94289476
C17H14O4	InChI=1S/C17H14O4/c1-20-16-11-7-6-10(9-18)8-13(11)17(21-2)15-12(16)4-3-5-14(15)19/h3-9,19H,1-2H3	283.096484928	COc1c2ccc(C=O)cc2c(OC)c2c(O)cccc12	VLJUCDZJBABGOC	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9428876
C17H14O4	InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)16-10-15(18)14-8-7-13(20-2)9-17(14)21-16/h3-10H,1-2H3	283.096484928	COc1ccc(-c2cc(=O)c3ccc(OC)cc3o2)cc1	LGTXUFBDCDFQIU	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9427152
C17H14O4	InChI=1S/C17H14O4/c1-19-11-7-8-15(20-2)13(9-11)17-10-14(18)12-5-3-4-6-16(12)21-17/h3-10H,1-2H3	283.096484928	COc1ccc(OC)c(-c2cc(=O)c3ccccc3o2)c1	YVAMPWXEJCQAJJ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9427074
C18H22N2O	InChI=1S/C18H22N2O/c1-18-13-7-9-20(2)16(11(13)8-10-21-18)15-12-5-3-4-6-14(12)19-17(15)18/h3-6,11,13,16,19H,7-10H2,1-2H3	283.180489324	CN1CCC2C3CCOC2(C)c2[nH]c4ccccc4c2C31	XMBGZTTWGFHHTR	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9426794
C10H10N2O	InChI=1S/C10H10N2O/c1-7-11-10(13)8-5-3-4-6-9(8)12(7)2/h3-6H,1-2H3	175.08658893999996	Cc1nc(=O)c2ccccc2n1C	LKKQHIJMWGQCSO	N/A	Janthielamide M+H	0.94193405
C15H22O5	InChI=1S/C15H22O5/c1-13(2)4-7-8(5-13)14(3)9-11(16)19-6-15(9,18)10(7)20-12(14)17/h7-10,12,17-18H,4-6H2,1-3H3	283.153999804	CC1(C)CC2C3OC(O)C(C)(C2C1)C1C(=O)OCC31O	BZERSJJEHLRPQM	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9415712
C15H10N2O4	InChI=1S/C15H10N2O4/c1-21-14-12-11-9(6-7-16(12)20)8-4-2-3-5-10(8)17(11)15(19)13(14)18/h2-7,18H,1H3	283.0713328	COc1c(O)c(=O)n2c3ccccc3c3cc[n+]([O-])c1c32	BACBQAVGXGDIMD	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94142914
C19H15NO4	InChI=1S/C19H15NO4/c1-2-16-19(24-10-21-16)14-8-20-4-3-12-6-17-18(23-9-22-17)7-13(12)15(20)5-11(1)14/h1-2,5-7H,3-4,8-10H2	322.10738396	C1=C2c3cc4c(cc3CCN2Cc2c1ccc1c2OCO1)OCO4	FYTDXOGJMXIITH	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.9412422
C19H17NO4	InChI=1S/C19H17NO4/c1-2-16-19(24-10-21-16)14-8-20-4-3-12-6-17-18(23-9-22-17)7-13(12)15(20)5-11(1)14/h1-2,6-7,15H,3-5,8-10H2	324.123034024	c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2	UXYJCYXWJGAKQY	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9412062
C28H30O14	InChI=1S/C28H30O14/c1-11-20(29)23(32)25(34)27(40-11)37-9-19-22(31)24(33)26(35)28(42-19)41-13-3-4-14-17(7-13)36-8-15(21(14)30)12-2-5-16-18(6-12)39-10-38-16/h2-8,11,19-20,22-29,31-35H,9-10H2,1H3	591.1708316400002	CC1OC(OCC2OC(Oc3ccc4c(=O)c(-c5ccc6c(c5)OCO6)coc4c3)C(O)C(O)C2O)C(O)C(O)C1O	BYSWVDZWRHOULM	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9411338
C19H15NO4	InChI=1S/C19H15NO4/c1-22-17-8-14-11(5-16(17)21)2-3-20-9-13-7-19-18(23-10-24-19)6-12(13)4-15(14)20/h4-9H,2-3,10H2,1H3	322.10738396	COC1=CC2=C3C=c4cc5c(cc4=CN3CCC2=CC1=O)OCO5	NAZZLWVJASSOOC	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.94097847
C18H18O3	InChI=1S/C18H18O3/c1-4-13-10(2)16(20)9-12-5-6-14-11(3)15(19)7-8-17(14)21-18(12)13/h4,7-9,19-20H,1,5-6H2,2-3H3	283.13287043599996	C=Cc1c(C)c(O)cc2c1Oc1ccc(O)c(C)c1CC2	HTWJYYPUFBTBAW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94087625
C17H14O4	InChI=1S/C17H14O4/c1-19-13-5-3-11(4-6-13)15-8-7-14-16(20-2)9-12(18)10-17(14)21-15/h3-10H,1-2H3	283.096484928	COc1ccc(-c2ccc3c(OC)cc(=O)cc-3o2)cc1	QWKKIZJQYRIBHF	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9408401
C18H18O3	InChI=1S/C18H18O3/c1-9-8-14-13(17(11(3)19)18(9)21)6-4-12-5-7-15(20)10(2)16(12)14/h5,7-8,20-21H,4,6H2,1-3H3	283.13287043599996	CC(=O)c1c(O)c(C)cc2c1CCc1ccc(O)c(C)c1-2	UZGKHWTVPCRGAY	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94066006
C17H9NO5	InChI=1S/C17H9NO5/c19-9-2-1-8-12-11-7(5-10-17(12)23-6-22-10)3-4-18-14(11)16(21)13(8)15(9)20/h1-5,19-20H,6H2	308.05534838799997	O=C1c2c(ccc(O)c2O)-c2c3c(cc4ccnc1c24)OCO3	XTAHZWVAAGNRNN	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9406484
C19H17NO4	InChI=1S/C19H17NO4/c1-20-6-5-10-7-15-19(24-9-23-15)17-11-3-4-14(21)18(22-2)12(11)8-13(20)16(10)17/h3-4,7-8,21H,5-6,9H2,1-2H3	324.123034024	COc1c(O)ccc2c1cc1c3c(cc4c(c32)OCO4)CCN1C	PMLLAVDHHRGJSW	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.94052714
C17H13N3O3	InChI=1S/C17H13N3O3/c1-9-15-19-13-5-3-2-4-11(13)17(23)20(15)14-7-6-10(21)8-12(14)16(22)18-9/h2-9,21H,1H3,(H,18,22)/t9-/m0/s1	308.10296727599996	CC1N=C(O)c2cc(O)ccc2-n2c1nc1ccccc1c2=O	RZQWOVDHZGSLCQ	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9405075
C13H28N2	InChI=1S/C13H28N2/c1-13-8-5-3-2-4-6-9-14-10-7-11-15-12-13/h13-15H,2-12H2,1H3	213.23252489599997	CC1CCCCCCCNCCCNC1	OFPMSWKVQNUTSL	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9400691
C19H17NO4	InChI=1S/C19H17NO4/c1-21-13-5-9-2-3-20-12-4-10-6-14-18(24-8-23-14)11-7-22-19(13)17(15(10)11)16(9)12/h5-6,12,20H,2-4,7-8H2,1H3	324.123034024	COc1cc2c3c4c1OCc1c5c(cc(c1-4)CC3NCC2)OCO5	OJKAVHVPMYLHTE	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9398613
C18H13NO4	InChI=1S/C18H13NO4/c1-22-17-11-7-8-19-14-12(11)13(18(23-2)16(17)21)9-5-3-4-6-10(9)15(14)20/h3-8,21H,1-2H3	308.091733896	COc1c(O)c(OC)c2ccnc3c2c1-c1ccccc1C3=O	JOAGHQJMKWQMLX	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9396437
C19H15NO4	InChI=1S/C19H15NO4/c1-22-18-8-13-12(7-16(18)21)4-5-20-9-14-11(6-15(13)20)2-3-17-19(14)24-10-23-17/h2-3,6-9H,4-5,10H2,1H3	322.10738396	COC1=CC2=C3C=c4ccc5c(c4=CN3CCC2=CC1=O)OCO5	PGIOBGCIEGZHJH	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.9396118
C16H10O5	InChI=1S/C16H10O5/c17-9-5-11(18)13-12(6-9)21-15-10-4-2-1-3-8(10)7-20-16(15)14(13)19/h1-6,17-18H,7H2	283.06009942	O=c1c2c(oc3cc(O)cc(O)c13)-c1ccccc1CO2	JZTXJKVSLMTNOQ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.939496
C15H22O5	InChI=1S/C15H22O5/c1-7-4-5-9-8(2)12(17)18-13-15(9)10(7)6-11(16)14(3,19-13)20-15/h7-11,13,16H,4-6H2,1-3H3	283.153999804	CC1CCC2C(C)C(=O)OC3OC4(C)OC32C1CC4O	NTBCVGIABGYJEM	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9393402
C20H20O7	InChI=1S/C20H20O7/c1-22-15-12-13(21)17(23-2)14(11-9-7-6-8-10-11)27-16(12)19(25-4)20(26-5)18(15)24-3/h6-10H,1-5H3	373.12817898	COc1c(OC)c(OC)c2c(=O)c(OC)c(-c3ccccc3)oc2c1OC	FDWCURHFRQXFMX	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9392202
C10H6O3	InChI=1S/C10H6O3/c11-9-4-8-10-6(5-12-8)2-1-3-7(10)13-9/h1-4H,5H2	175.038970052	O=c1cc2c3c(cccc3o1)CO2	RIGOYVWMVLJNNM	N/A	Janthielamide M+H	0.93908083
C11H10O2	InChI=1S/C11H10O2/c1-7(2)10-5-8-3-4-9(12)6-11(8)13-10/h3-6,12H,1H2,2H3	175.07535556	C=C(C)c1cc2ccc(O)cc2o1	GDAYJDSPWUMTEY	N/A	Janthielamide M+H	0.9389572
C20H20O7	InChI=1S/C20H20O7/c1-22-14-7-6-13-18(20(14)26-5)12(21)10-15(27-13)11-8-16(23-2)19(25-4)17(9-11)24-3/h6-10H,1-5H3	373.12817898	COc1cc(-c2cc(=O)c3c(OC)c(OC)ccc3o2)cc(OC)c1OC	UIYFWULCBWYNDB	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.93894786
C15H21N	InChI=1S/C15H21N/c1-3-6-13-12(4-2)14-8-5-7-11-9-10-15(13)16(11)14/h5,8,11H,3-4,6-7,9-10H2,1-2H3/t11-/m1/s1	216.174675672	CCCc1c(CC)c2n3c1CCC3CC=C2	AZUQOWDYEGHNQU	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.93894696
C18H18O3	InChI=1S/C18H18O3/c1-9-8-12-4-5-13-10(2)15(20)7-6-14(13)17(12)16(11(3)19)18(9)21/h6-8,20-21H,4-5H2,1-3H3	283.13287043599996	CC(=O)c1c(O)c(C)cc2c1-c1ccc(O)c(C)c1CC2	KDADJLHRXRSXQU	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93890774
C17H14O4	InChI=1S/C17H14O4/c1-10-16(11-3-6-13(20-2)7-4-11)17(19)14-8-5-12(18)9-15(14)21-10/h3-9,18H,1-2H3	283.096484928	COc1ccc(-c2c(C)oc3cc(O)ccc3c2=O)cc1	LEVXOZABOPNCSR	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9389004
C17H14O4	InChI=1S/C17H14O4/c1-20-16-12-4-3-5-14(19)15(12)17(21-2)11-7-6-10(9-18)8-13(11)16/h3-9,19H,1-2H3	283.096484928	COc1c2cc(C=O)ccc2c(OC)c2c(O)cccc12	ODKGHFABAWSKJE	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9387548
C20H18N2O4	InChI=1S/C20H18N2O4/c23-16-17(24)22-13-9-15-14(25-10-26-15)8-11(13)12-2-7-21-6-1-3-19(16)4-5-20(12,22)18(19)21/h1-3,8-9,16,18,23H,4-7,10H2	351.133933056	O=C1C(O)C23C=CCN4CC=C5c6cc7c(cc6N1C5(CC2)C43)OCO7	ZBFUQTFEXPQKQZ	N/A	Kalkitoxin_thioamide_alcohol M+H	0.93870676
C18H17N3O2	InChI=1S/C18H17N3O2/c1-10(2)8-13-18(22)21-7-5-12-15-11(4-6-19-12)9-14(23-3)16(20-13)17(15)21/h4-7,9-10H,8H2,1-3H3	308.13935278400004	COc1cc2ccnc3ccn4c(=O)c(CC(C)C)nc1c4c23	KSKCUJVRWNOWNK	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.93866473
C17H14O4	InChI=1S/C17H14O4/c1-19-12-5-3-4-11(8-12)17-10-15(18)14-9-13(20-2)6-7-16(14)21-17/h3-10H,1-2H3	283.096484928	COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1	LLLIKVGWTVPYAL	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93865603
C15H10N2O4	InChI=1S/C15H10N2O4/c1-21-14-13(19)11-12-8(4-5-16-11)9-6-7(18)2-3-10(9)17(12)15(14)20/h2-6,18-19H,1H3	283.0713328	COc1c(O)c2nccc3c4cc(O)ccc4n(c1=O)c23	UVFOVWYJWXIJAC	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93839145
C17H13N3O4	InChI=1S/C17H13N3O4/c1-8-15-19-11-5-3-2-4-9(11)17(24)20(15)12-7-14(22)13(21)6-10(12)16(23)18-8/h2-8,21-22H,1H3,(H,18,23)/t8-/m1/s1	324.097881896	CC1N=C(O)c2cc(O)c(O)cc2-n2c1nc1ccccc1c2=O	XLQDYOAHCASBGI	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9382488
C16H10O3S	InChI=1S/C16H10O3S/c1-7-12-8-3-2-4-9(17)13(8)16(19)14-10(18)5-6-11(20-7)15(12)14/h2-6,17-18H,1H3	283.04234118	Cc1sc2ccc(O)c3c2c1-c1cccc(O)c1C3=O	CAQPQQTZGOIYJT	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93824816
C17H14O4	InChI=1S/C17H14O4/c1-19-12-8-14(20-2)16-15(9-12)21-10-13(17(16)18)11-6-4-3-5-7-11/h3-10H,1-2H3	283.096484928	COc1cc(OC)c2c(=O)c(-c3ccccc3)coc2c1	CDSSYLTXYXEANW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93791676
C18H18O3	InChI=1S/C18H18O3/c1-10-13-4-5-14-11(2)17(21-3)8-12(9-19)18(14)15(13)6-7-16(10)20/h6-9,20H,4-5H2,1-3H3	283.13287043599996	COc1cc(C=O)c2c(c1C)CCc1c-2ccc(O)c1C	VWSRJHXOXSHKMB	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.93786377
C17H14O4	InChI=1S/C17H14O4/c1-19-15-8-13-12(11-6-4-3-5-7-11)9-17(18)21-14(13)10-16(15)20-2/h3-10H,1-2H3	283.096484928	COc1cc2oc(=O)cc(-c3ccccc3)c2cc1OC	BUZZVHCRHOIKOC	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9378528
C19H15NO4	InChI=1S/C19H15NO4/c1-22-14-8-11-6-13-17-10(4-5-20-13)7-16(24-3)19(21)18(17)12(11)9-15(14)23-2/h4-9H,1-3H3	322.10738396	COC1=Cc2ccnc3cc4cc(OC)c(OC)cc4c(c23)C1=O	XHCICOLGLYLOAA	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.9375824
C11H10O2	InChI=1S/C11H10O2/c1-13-11-7-6-10(12)8-4-2-3-5-9(8)11/h2-7,12H,1H3	175.07535556	COc1ccc(O)c2ccccc12	BOTGCZBEERTTDQ	N/A	Janthielamide M+H	0.9375679
C28H30O15	InChI=1S/C28H30O15/c29-7-18-21(31)23(33)25(35)27(42-18)38-9-19-22(32)24(34)26(36)28(43-19)41-12-2-3-13-16(6-12)37-8-14(20(13)30)11-1-4-15-17(5-11)40-10-39-15/h1-6,8,18-19,21-29,31-36H,7,9-10H2	607.16574626	O=c1c(-c2ccc3c(c2)OCO3)coc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)ccc12	QLPGJFVPWCJALJ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.937451
C19H17NO4	InChI=1S/C19H17NO4/c1-2-20-8-13-6-18-17(22-9-23-18)5-12(13)3-15(20)14-7-19-16(4-11(1)14)21-10-24-19/h4-7,15H,1-3,8-10H2	324.123034024	c1c2c(cc3c1OCO3)CN1CCc3cc4c(cc3C1C2)OCO4	DEXCWVBNPJKCOQ	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9374456
