found_molecular_formula	found_inchi	found_pepmass	found_smiles	found_name	searched_smiles	searched_name	cosine_greedy_score
C19H21NO4	InChI=1S/C19H21NO4/c1-20-5-4-10-6-11-7-14(21)16(23-2)8-12(11)18-17(10)13(20)9-15(22)19(18)24-3/h7-10,21-22H,4-6H2,1-3H3	328.154334152	COc1cc2c(cc1O)CC1CCN(C)c3cc(O)c(OC)c-2c31	NOOBBKVZCWLNOB	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.86441064
C21H16O9	InChI=1S/C21H16O9/c1-25-14-7-10-4-5-17(23)28-13(10)9-15(14)29-19-16(26-2)8-11-6-12(22)21(24)30-18(11)20(19)27-3/h4-9,22H,1-3H3	413.086708092	COc1cc2ccc(=O)oc2cc1Oc1c(OC)cc2cc(O)c(=O)oc2c1OC	ZBQCBWGNVFMWMX	N/A	BouillonamideB M+H	0.86438316
C18H18O3	InChI=1S/C18H18O3/c1-4-14-11(3)17(20)9-15-13-5-6-16(19)10(2)12(13)7-8-18(14,15)21/h4-6,9,19,21H,1,7-8H2,2-3H3	283.13287043599996	C=CC1=C(C)C(=O)C=C2c3ccc(O)c(C)c3CCC21O	YMHWAVLJEDKKGD	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.8643589
C20H22NO4+	InChI=1S/C20H21NO4/c1-23-18-9-13-6-16-15-10-20(25-3)19(24-2)8-12(15)4-5-21(16)11-14(13)7-17(18)22/h7-11,16H,4-6H2,1-3H3/p+1	341.16161060409	COc1cc2c(cc1O)C=[N+]1CCc3cc(OC)c(OC)cc3C1C2	CQJQKNXOVRQJAK	N/A	Curazole in 3L M+H	0.86413926
C20H21NO4	InChI=1S/C20H21NO4/c1-20(2)13-9-10(22)5-6-11(13)14-15-12(7-8-21-19(15)20)17(24-3)18(25-4)16(14)23/h5-6,9,22-23H,7-8H2,1-4H3	340.154334152	COc1c(O)c2c3c(c1OC)CCN=C3C(C)(C)c1cc(O)ccc1-2	QIAPHWAVHGMVCL	N/A	Curazole in 3L M+H	0.86398697
C26H17NO8	InChI=1S/C26H17NO8/c1-34-21-9-13-11(6-19(21)32)4-5-27-24(13)22(12-2-3-15(28)16(29)7-12)23-14-8-17(30)18(31)10-20(14)35-26(33)25(23)27/h2-10,28-32H,1H3	472.102692504	COc1cc2c(ccn3c2c(-c2ccc(O)c(O)c2)c2c4cc(O)c(O)cc4oc(=O)c23)cc1O	OAFHLIVUBAZODD	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#CBr)/OC	Jamaicamide A M+H	0.8639531
C18H19NO8	InChI=1S/C18H19NO8/c1-24-16-9-3-2-8(6-11(9)19-17-10(16)4-5-25-17)26-18-15(23)14(22)13(21)12(7-20)27-18/h2-6,12-15,18,20-23H,7H2,1H3	378.118342568	COc1c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2nc2occc12	MANGJQNDTWAGAR	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.8638992
C19H17NO5	InChI=1S/C19H17NO5/c1-21-19-15-10(6-13-18(19)25-8-23-13)4-11-14-9(2-3-20-11)5-12-17(16(14)15)24-7-22-12/h5-6,11,20H,2-4,7-8H2,1H3	340.117948644	COc1c2c(cc3c1-c1c4c(cc5c1C(C3)NCC5)OCO4)OCO2	VHCNFDYZBLFXEC	N/A	Curazole in 3L M+H	0.8636085
C19H16NO4+	InChI=1S/C19H16NO4/c1-20-5-4-13-8-18-19(24-11-23-18)9-14(13)15(20)6-12-2-3-16-17(7-12)22-10-21-16/h2-5,7-9H,6,10-11H2,1H3/q+1	323.11466041209	C[n+]1ccc2cc3c(cc2c1Cc1ccc2c(c1)OCO2)OCO3	YPVQODFCOUHROX	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.86349154
C22H12O13	InChI=1S/C22H12O13/c1-2-3-9(23)5-7(13(27)19(33)17(31)11(5)25)15(29)21(3)35-22-4(2)10(24)6-8(16(22)30)14(28)20(34)18(32)12(6)26/h2,25-28,31-34H,1H3	485.035066444	CC1C2=C(OC3=C1C(=O)c1c(O)c(O)c(O)c(O)c1C3=O)C(=O)c1c(O)c(O)c(O)c(O)c1C2=O	QUPMUHBMNJHBKR	CC1=C(OC2=C(C1=O)C(=C(C(=C2OC)OC)OC)OC(=O)C)/C=C/C3=CC(=CC(=C3)OC(=O)C)OC(=O)C	Hormothamnione_triacetate M+H	0.86344475
C5H9NO2	InChI=1S/C5H9NO2/c1-8-5-3-2-4(7)6-5/h5H,2-3H2,1H3,(H,6,7)	116.07060452799999	COC1CCC(O)=N1	VULIHENHKGDFAB	CCCCCCCC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	epi-Tumonoic acid D M+H	0.86336565
C10H6O3	InChI=1S/C10H6O3/c11-8-5-9(12)10(13)7-4-2-1-3-6(7)8/h1-5,11H	175.038970052	O=C1C=C(O)c2ccccc2C1=O	WVCHIGAIXREVNS	N/A	Janthielamide M+H	0.86325216
C20H13N3O2	InChI=1S/C20H13N3O2/c24-18-14-10-6-2-4-8-12(10)22-19-15(14)16(20(25)23-19)13-9-5-1-3-7-11(9)21-17(13)18/h1-8,20-21,24-25H,(H,22,23)	328.108052656	Oc1c2[nH]c3ccccc3c2c2c3c(nc4ccccc4c13)NC2O	IQFKFTOKSSWVRH	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.8629007
C20H18N2O4	InChI=1S/C20H18N2O4/c1-2-20(25)14-8-16-17-12(7-11-5-3-4-6-15(11)21-17)9-22(16)18(23)13(14)10-26-19(20)24/h3-8,17,21,25H,2,9-10H2,1H3	351.133933056	CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=Cc3ccccc3NC21	KLWPJMFMVPTNCC	N/A	Kalkitoxin_thioamide_alcohol M+H	0.8628055
C21H18O5	InChI=1S/C21H18O5/c1-4-11-8-14-18(16(9-11)24-2)13-10-17(25-3)19-12(6-5-7-15(19)22)20(13)26-21(14)23/h4-10,21-23H,1H2,2-3H3	351.12269967599997	C=Cc1cc(OC)c2c(c1)C(O)Oc1c-2cc(OC)c2c(O)cccc12	JEYOVVIYEFVJOK	N/A	Kalkitoxin_thioamide_alcohol M+H	0.86256266
C35H43ClN4O6	InChI=1S/C35H43ClN4O6/c1-19-15-20(2)23(5)46-31(42)18-29(24-11-13-25(41)14-12-24)39-34(44)30(17-27-26-9-7-8-10-28(26)38-32(27)36)40(6)35(45)22(4)37-33(43)21(3)16-19/h7-15,20-23,29-30,38,41H,16-18H2,1-6H3,(H,37,43)(H,39,44)/b19-15+	651.294388776	CC1=CC(C)C(C)OC(=O)CC(c2ccc(O)cc2)N=C(O)C(Cc2c(Cl)[nH]c3ccccc23)N(C)C(=O)C(C)N=C(O)C(C)C1	IWARTZQXZZVCBY	C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O	Hectochlorin M+Na	0.862378
C14H28O	InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14(15)4-2/h3-13H2,1-2H3	213.22129151599998	CCCCCCCCCCCC(=O)CC	OCHYRSKMMMYUMI	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.86211836
C26H25N5O4	InChI=1S/C26H25N5O4/c1-13(2)19-22(34)30-17-11-7-5-9-15(17)26(24(30)28-19)12-18-20(32)29-25(3,35-26)23-27-16-10-6-4-8-14(16)21(33)31(18)23/h4-11,13,18-19,24,28H,12H2,1-3H3,(H,29,32)	472.19793028	CC(C)C1NC2N(C1=O)c1ccccc1C21CC2C(O)=NC(C)(O1)c1nc3ccccc3c(=O)n12	SKGHZLVCSNWVQR	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#CBr)/OC	Jamaicamide A M+H	0.8620489
C20H30Br2	InChI=1S/C20H30Br2/c1-13(2)15-6-5-7-16-18-14(3)8-9-17(22)19(18,4)10-11-20(15,16)12-21/h5,7,13,15-17H,6,8-12H2,1-4H3	429.07870116	CC1=C2C3C=CCC(C(C)C)C3(CBr)CCC2(C)C(Br)CC1	CZKXKBOZYSPRSB	C[C@H]1[C@@H](OC(=O)CNC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)CC1=C)C)C)C(C)C)/C(=C/C(=C/C(C)(C)C)/C)/C	Antillatoxin A M+H	0.86198324
C20H13N3O2	InChI=1S/C20H13N3O2/c24-19-17(13-9-21-15-7-3-1-5-11(13)15)18(20(25)23-19)14-10-22-16-8-4-2-6-12(14)16/h1-10,21-22H,(H,23,24,25)	328.108052656	O=C1N=C(O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12	DQYBRTASHMYDJG	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.8619125
C22H22O4	InChI=1S/C22H22O4/c1-11(2)14-7-12-8-17(23)18(24)9-15(12)16-10-19-13(21(25)20(14)16)5-6-22(3,4)26-19/h5-6,8-10,14,23-25H,1,7H2,2-4H3	351.159085184	C=C(C)C1Cc2cc(O)c(O)cc2-c2cc3c(c(O)c21)C=CC(C)(C)O3	HPKFHYBIRLSUCD	N/A	Kalkitoxin_thioamide_alcohol M+H	0.86176276
C12H14O	InChI=1S/C12H14O/c1-8-3-5-10-9(2)4-6-12(13)11(10)7-8/h3,5,7,9H,4,6H2,1-2H3	175.111741068	Cc1ccc2c(c1)C(=O)CCC2C	SQESYXTWWGWCFK	N/A	Janthielamide M+H	0.86163014
C18H22N2O	InChI=1S/C18H22N2O/c1-13(21)20-12-9-15-14-7-3-4-8-16(14)19-17(15)18(20)10-5-2-6-11-18/h3-4,7-8,19H,2,5-6,9-12H2,1H3	283.180489324	CC(=O)N1CCc2c([nH]c3ccccc23)C12CCCCC2	HXFBZGFKNBZLNX	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.8616003
C22H32O3	InChI=1S/C22H32O3/c1-20(2)9-5-10-21(3)18(20)8-11-22(4)19(21)12-14-15(13-25-22)17(24)7-6-16(14)23/h6-7,18-19,23-24H,5,8-13H2,1-4H3	345.242420884	CC1(C)CCCC2(C)C1CCC1(C)OCc3c(O)ccc(O)c3CC12	BRWDZWVXKDCZIO	CC[C@H](O)[C@H](C)\C=C(/C)\C=C\[C@]1(O)[C@@H](C)C[C@@H](CC)C(=O)[C@@H]1C	Pacificanone A M+Na	0.8616003
C14H28O	InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-14(4-2)13-15/h13-14H,3-12H2,1-2H3	213.22129151599998	CCCCCCCCCCC(C=O)CC	ONDFOFWKYWTFMV	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.861498
C15H13Cl3O2	InChI=1S/C15H13Cl3O2/c1-20-14-7-3-9(8-12(14)17)2-4-10-11(16)5-6-13(19)15(10)18/h3,5-8,19H,2,4H2,1H3	331.00538869599995	COc1ccc(CCc2c(Cl)ccc(O)c2Cl)cc1Cl	PBAYBNJYAVRJHR	C1=CC(=C(C=C1C/C(=N\O)/C(=O)NCCSSCCNC(=O)/C(=N/O)/CC2=CC(=C(C=C2)O)Br)Br)O	Psammaplin_A M+H	0.86146665
C19H21NO4	InChI=1S/C19H21NO4/c1-23-15-6-4-12-9-14-17-11(3-5-16(24-2)19(17)22)7-8-20(14)10-13(12)18(15)21/h3-6,14,21-22H,7-10H2,1-2H3	328.154334152	COc1ccc2c(c1O)CN1CCc3ccc(OC)c(O)c3C1C2	VHMQRLIBVWAVSO	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.8609265
C19H21NO4	InChI=1S/C19H21NO4/c1-23-16-4-3-11-5-6-20-10-13-8-15(21)17(24-2)9-12(13)7-14(20)18(11)19(16)22/h3-4,8-9,14,21-22H,5-7,10H2,1-2H3/t14-/m0/s1	328.154334152	COc1cc2c(cc1O)CN1CCc3ccc(OC)c(O)c3C1C2	IVAIKLPWWORRPT	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.86080694
C20H24O5	InChI=1S/C20H24O5/c1-10-5-12-7-17(24-3)15(21)9-14(12)19(11(10)2)13-6-16(22)20(23)18(8-13)25-4/h6-11,19,21-23H,5H2,1-4H3	345.169649868	COc1cc2c(cc1O)C(c1cc(O)c(O)c(OC)c1)C(C)C(C)C2	JXDLWXZAEIQIQO	CC[C@H](O)[C@H](C)\C=C(/C)\C=C\[C@]1(O)[C@@H](C)C[C@@H](CC)C(=O)[C@@H]1C	Pacificanone A M+Na	0.8607505
C16H12O11S	InChI=1S/C16H12O11S/c1-25-15-9(19)5-10-11(12(15)20)13(21)16(27-28(22,23)24)14(26-10)6-2-3-7(17)8(18)4-6/h2-5,17-20H,1H3,(H,22,23,24)	413.017308204	COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(OS(=O)(=O)O)c(=O)c2c1O	ORORUIBIFGBBGD	N/A	Bouillonamide B M+H	0.8606281
C20H18N2O4	InChI=1S/C20H18N2O4/c1-2-20(25)14-8-16-17-12(7-11-5-3-4-6-15(11)21-17)9-22(16)18(23)13(14)10-26-19(20)24/h3-8,11,15,25H,2,9-10H2,1H3	351.133933056	CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=CC3C=CC=CC3N=C21	FSMOKWYTNDPKEB	N/A	Kalkitoxin_thioamide_alcohol M+H	0.8606191
C11H9N3O2	InChI=1S/C11H9N3O2/c15-9-5-8(7-13-16)14-11(6-9)10-3-1-2-4-12-10/h1-7,16H,(H,14,15)/b13-7+	216.076752528	ON=Cc1cc(O)cc(-c2ccccn2)n1	XLFYSDMKBLTHTJ	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.8605488
C20H13N3O2	InChI=1S/C20H13N3O2/c24-19-13(14-10-21-15-7-3-1-5-11(14)15)9-17(23-19)18-12-6-2-4-8-16(12)22-20(18)25/h1-10,21H,(H,22,25)(H,23,24)/b18-17+	328.108052656	OC1=NC(=C2C(O)=Nc3ccccc32)C=C1c1c[nH]c2ccccc12	IKMJWLIQHWOSBK	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.86007965
C18H16O5	InChI=1S/C18H16O5/c1-20-16-8-11(9-17(21-2)18(16)22-3)15-10-13(19)12-6-4-5-7-14(12)23-15/h4-10H,1-3H3	313.107049612	COc1cc(-c2cc(=O)c3ccccc3o2)cc(OC)c1OC	QCXAJQVDUHKDEL	N/A	Sagitol B (Putative Analogue) M+Na	0.8599333
C21H17N3O	InChI=1S/C21H17N3O/c1-25-13-6-7-15-16(8-10-22-19(15)12-13)20-21-17(9-11-23-20)14-4-2-3-5-18(14)24-21/h2-8,10,12,24H,9,11H2,1H3	328.144438164	COc1ccc2c(C3=NCCc4c3[nH]c3ccccc43)ccnc2c1	NLVZCPMCDXOEPT	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.85984004
C20H14O6	InChI=1S/C20H14O6/c21-20-19-12(7-22-20)3-11-5-16-17(26-9-25-16)6-13(11)18(19)10-1-2-14-15(4-10)24-8-23-14/h1-2,4-6,18H,3,7-9H2	351.08631416800006	O=C1OCC2=C1C(c1ccc3c(c1)OCO3)c1cc3c(cc1C2)OCO3	DBOCPTFHTGKHEP	N/A	Kalkitoxin_thioamide_alcohol M+H	0.8597644
C19H16NO4+	InChI=1S/C19H16NO4/c1-22-17-4-2-3-11-5-15-12-6-18-19(24-10-23-18)7-13(12)16(21)9-20(15)8-14(11)17/h2-8,16,21H,9-10H2,1H3/q+1/t16-/m0/s1	323.11466041209	COc1cccc2cc3[n+](cc12)CC(O)c1cc2c(cc1-3)OCO2	DCAGNUUPNPXUJK	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.85976136
C19H24N2O4	InChI=1S/C19H24N2O4/c1-21-9-8-17-6-7-18(20)16(22)25-13(10-19(17,18)21)11-4-5-12(23-2)15(24-3)14(11)17/h4-5,13H,6-10,20H2,1-3H3/t13-,17+,18-,19-/m0/s1	345.18088324800004	COc1ccc2c(c1OC)C13CCN(C)C14CC2OC(=O)C4(N)CC3	QGWBFBVNIRAHGF	CC[C@H](O)[C@H](C)\C=C(/C)\C=C\[C@]1(O)[C@@H](C)C[C@@H](CC)C(=O)[C@@H]1C	Pacificanone A M+Na	0.8597146
C19H21NO4	InChI=1S/C19H21NO4/c1-23-16-4-3-11-5-6-20-10-13-9-17(24-2)15(21)8-12(13)7-14(20)18(11)19(16)22/h3-4,8-9,14,21-22H,5-7,10H2,1-2H3	328.154334152	COc1cc2c(cc1O)CC1c3c(ccc(OC)c3O)CCN1C2	NGBDVHCLWGVLEN	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.8596595
C17H14O4	InChI=1S/C17H14O4/c1-20-15-7-4-12-9-13(17(19)21-16(12)10-15)8-11-2-5-14(18)6-3-11/h2-7,9-10,18H,8H2,1H3	283.096484928	COc1ccc2cc(Cc3ccc(O)cc3)c(=O)oc2c1	RLVBSNQJYBHFLF	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.85965246
C21H18O5	InChI=1S/C21H18O5/c1-21(2)7-6-12-8-13(9-18(24-3)20(12)26-21)16-11-25-17-10-14(22)4-5-15(17)19(16)23/h4-11,22H,1-3H3	351.12269967599997	COc1cc(-c2coc3cc(O)ccc3c2=O)cc2c1OC(C)(C)C=C2	OKVVENANSYGXCE	N/A	Kalkitoxin_thioamide_alcohol M+H	0.8596332
C18H18O3	InChI=1S/C18H18O3/c1-12-11-18(2,3)17(21)15(16(12)20)14(19)10-9-13-7-5-4-6-8-13/h4-11,20H,1-3H3/b10-9+	283.13287043599996	CC1=CC(C)(C)C(=O)C(C(=O)C=Cc2ccccc2)=C1O	IOUXZJVNUQGFQK	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.85948074
C29H19Cl5O4	InChI=1S/C29H19Cl5O4/c1-38-24-7-4-13-2-5-15-17(11-23(32)29(37)25(15)33)20-12-21(30)16(26(34)28(20)36)6-3-14-9-19(18(24)8-13)27(35)22(31)10-14/h3-4,6-12,35-37H,2,5H2,1H3/b6-3-	606.9798734880001	COc1ccc2cc1-c1cc(cc(Cl)c1O)C=Cc1c(Cl)cc(c(O)c1Cl)-c1cc(Cl)c(O)c(Cl)c1CC2	ASWYDFIYBFEIEB	C[C@H]1[C@@H](OC(C2=CSC([C@H](C(C)(OC(C3=CSC([C@H](C(C)(O)C)OC1=O)=N3)=O)C)OC(C)=O)=N2)=O)CCCC([37Cl])(Cl)C	Hectochlorin M+H	0.8592588
C15H23Br2ClO	InChI=1S/C15H23Br2ClO/c1-8-10-5-6-15(4,18)11(16)7-14(10,3)9(2)12(17)13(8)19/h9,11-13,19H,5-7H2,1-4H3	412.987693236	CC1=C2CCC(C)(Cl)C(Br)CC2(C)C(C)C(Br)C1O	YLAQAFYQJBFDON	N/A	Bouillonamide B M+H	0.85925084
C18H20N2O5	InChI=1S/C18H20N2O5/c1-19-13-7-17(14-8-18(23,16(19)22)11(13)9-25-14)10-5-3-4-6-12(10)20(24-2)15(17)21/h3-6,11,13-14,23H,7-9H2,1-2H3	345.14449774	CON1C(=O)C2(CC3C4COC2CC4(O)C(=O)N3C)c2ccccc21	UULLICIBXPCAOY	CC[C@H](O)[C@H](C)\C=C(/C)\C=C\[C@]1(O)[C@@H](C)C[C@@H](CC)C(=O)[C@@H]1C	Pacificanone A M+Na	0.8590591
C14H13NO7	InChI=1S/C14H13NO7/c16-6-1-5-4-2-7-13(22-3-21-7)11(18)8(4)14(20)15-9(5)12(19)10(6)17/h1-2,6,9-10,12,16-19H,3H2,(H,15,20)/t6-,9+,10+,12-/m0/s1	308.076477756	OC1=NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3	LZAZURSABQIKGB	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.85898525
C14H16ClNO9	InChI=1S/C14H16ClNO9/c15-5-1-2-6-7(3-5)23-14(12(21)16(6)22)25-13-11(20)10(19)9(18)8(4-17)24-13/h1-3,8-11,13-14,17-20,22H,4H2	378.05863477199995	O=C1C(OC2OC(CO)C(O)C(O)C2O)Oc2cc(Cl)ccc2N1O	XEGGMKDQOCMCAD	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.8589767
C24H25NO4	InChI=1S/C24H25NO4/c1-12-9-15-7-6-8-18(28-4)21(15)23(27)19(12)22-17(26)11-16-10-13(2)25-14(3)20(16)24(22)29-5/h6-9,11,13,26-27H,10H2,1-5H3	392.18563428	COc1c2c(cc(O)c1-c1c(C)cc3cccc(OC)c3c1O)CC(C)N=C2C	RNIXEBRWBVAKGH	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	Jamaicamide B M+H	0.85887325
C18H17NO5	InChI=1S/C18H17NO5/c1-24-15-7-9-4-5-19-12(11(9)8-14(15)21)6-10-2-3-13(20)17(22)16(10)18(19)23/h2-3,7-8,12,20-22H,4-6H2,1H3	328.117948644	COc1cc2c(cc1O)C1Cc3ccc(O)c(O)c3C(=O)N1CC2	LDWXYKKDURJVCP	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.85886925
C11H18O5	InChI=1S/C11H18O5/c1-11(2,16)4-3-6-5-7(12)9(14)10(15)8(6)13/h3-5,7-10,12-16H,1-2H3/t7-,8+,9-,10+/m1/s1	231.122699676	CC(C)(O)C=CC1=CC(O)C(O)C(O)C1O	PMWWGXUFWVBHBI	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.8588035
C21H16O9	InChI=1S/C21H16O9/c1-25-14-7-10-4-5-17(23)28-13(10)9-15(14)29-19-16(26-2)8-11-6-12(22)21(24)30-18(11)20(19)27-3/h4-9,22H,1-3H3	413.086708092	COc1cc2ccc(=O)oc2cc1Oc1c(OC)cc2cc(O)c(=O)oc2c1OC	ZBQCBWGNVFMWMX	N/A	Bouillonamide B M+H	0.85872936
C15H22O5	InChI=1S/C15H22O5/c1-8-4-5-10(16)15(19)6-11-14(18,7-13(8,15)3)9(2)12(17)20-11/h8,10-11,16,18-19H,2,4-7H2,1,3H3/t8-,10+,11+,13+,14-,15-/m0/s1	283.153999804	C=C1C(=O)OC2CC3(O)C(O)CCC(C)C3(C)CC12O	VBOVRPFFQYEBGW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.85867655
C14H12O2	InChI=1S/C14H12O2/c1-9-3-4-11(10(2)16)7-14-12(8-15)5-6-13(9)14/h3-8H,1-2H3	213.09100562400002	CC(=O)c1ccc(C)c2ccc(C=O)c-2c1	XZGFKKISTVBSOU	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.858562
C26H16O4	InChI=1S/C26H16O4/c27-23-19(16-10-4-1-5-11-16)22-20(17-12-6-2-7-13-17)26(29)30-25(22)21(24(23)28)18-14-8-3-9-15-18/h1-15,27H	393.112134992	O=C1OC2=C(c3ccccc3)C(=O)C(O)=C(c3ccccc3)C2=C1c1ccccc1	FRMNIRRUKPVUBL	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#C)/OC	Jamaicamide B M+H	0.8585531
C38H42N2O6	InChI=1S/C38H42N2O6/c1-40-17-15-27-21-31(41-2)35(43-4)38-34(27)30(40)19-24-6-8-25(9-7-24)22-45-36-32(42-3)20-26-14-16-39-29(33(26)37(36)44-5)18-23-10-12-28(46-38)13-11-23/h6-13,20-21,29-30,39H,14-19,22H2,1-5H3	623.3115630640001	COc1cc2c3c(OC)c1OCc1ccc(cc1)CC1c4c(cc(OC)c(OC)c4Oc4ccc(cc4)CC3NCC2)CCN1C	MRSIWGQPOSTXJV	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	Desferrioxamine E M+Na	0.85847706
C18H16O5	InChI=1S/C18H16O5/c1-20-15-10-14-16(18(22-3)17(15)21-2)12(19)9-13(23-14)11-7-5-4-6-8-11/h4-10H,1-3H3	313.107049612	COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1OC	HJNJAUYFFFOFBW	N/A	Sagitol B (Putative Analogue) M+Na	0.85846645
C18H18O3	InChI=1S/C18H18O3/c1-20-17-9-4-14(5-10-17)3-8-16(19)13-15-6-11-18(21-2)12-7-15/h3-12H,13H2,1-2H3/b8-3+	283.13287043599996	COc1ccc(C=CC(=O)Cc2ccc(OC)cc2)cc1	NCZXGSZDIIBXNZ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.85841304
C20H13N3O2	InChI=1S/C20H13N3O2/c24-19-13(14-10-21-15-7-3-1-5-11(14)15)9-17(23-19)18-12-6-2-4-8-16(12)22-20(18)25/h1-10,21,23-24H	328.108052656	O=C1N=c2ccccc2=C1c1cc(-c2c[nH]c3ccccc23)c(O)[nH]1	FFMPTSYSXPDSPI	[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C	Curacin D M+H	0.8579249
C16H11Br2N3O2	InChI=1S/C16H11Br2N3O2/c1-22-12-6-8(17)5-11-13(12)9(7-20-11)14-15(18)21-16(23-14)10-3-2-4-19-10/h2-7,19-20H,1H3	435.929076792	COc1cc(Br)cc2[nH]cc(-c3oc(-c4ccc[nH]4)nc3Br)c12	CCBSJGFAKIVPHE	N/A	Malyngamide L/T M+H	0.85792214
